"ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
2028-01-01,714509.125420611,1510.18042434532,1510.18042434532,1510.18042434532,1510.18042434532,1510.18042434532,1510.18042434532,0,0,0,492938.784053287,937493.455615374,499488.700908725,932631.806520238,716019.305844956
2028-02-01,695263.676435465,-19727.8892037686,-19727.8892037686,-19727.8892037686,-19727.8892037686,-19727.8892037686,-19727.8892037686,0,0,0,446353.715720135,904923.145710033,471072.56664423,921552.922758305,675535.787231697
2028-03-01,677259.869320329,-15654.6142812292,-15654.6142812292,-15654.6142812292,-15654.6142812292,-15654.6142812292,-15654.6142812292,0,0,0,432786.378452369,898694.193815352,443617.411315925,915715.834802297,661605.2550391
2028-04-01,658014.420335183,-1061.03738548108,-1061.03738548108,-1061.03738548108,-1061.03738548108,-1061.03738548108,-1061.03738548108,0,0,0,411662.972472496,898741.329473238,417446.553602934,907216.684362918,656953.382949702
2028-05-01,639389.792285042,11519.7826454601,11519.7826454601,11519.7826454601,11519.7826454601,11519.7826454601,11519.7826454601,0,0,0,393320.889769354,911477.15612406,386573.190552498,901928.255717662,650909.574930502
2028-06-01,620144.343299896,17294.1192583817,17294.1192583817,17294.1192583817,17294.1192583817,17294.1192583817,17294.1192583817,0,0,0,364488.559112564,914420.633928758,355987.581980856,890950.412057456,637438.462558278
2028-07-01,601519.715249755,19600.4885059726,19600.4885059726,19600.4885059726,19600.4885059726,19600.4885059726,19600.4885059726,0,0,0,343005.831244159,893287.791986921,325479.684036948,882939.626595661,621120.203755728
2028-08-01,582274.26626461,14174.0670959221,14174.0670959221,14174.0670959221,14174.0670959221,14174.0670959221,14174.0670959221,0,0,0,304059.099222025,897260.245645864,292343.902801987,873052.878385133,596448.333360532
2028-09-01,563028.817279464,6164.15076495838,6164.15076495838,6164.15076495838,6164.15076495838,6164.15076495838,6164.15076495838,0,0,0,259227.89438183,869006.30486949,259832.154764236,864215.698330499,569192.968044422
2028-10-01,544404.189229323,4742.84304817678,4742.84304817678,4742.84304817678,4742.84304817678,4742.84304817678,4742.84304817678,0,0,0,233087.639297238,857883.336378944,224075.730325888,854854.111606838,549147.0322775
2028-11-01,525158.740244178,6466.81140877723,6466.81140877723,6466.81140877723,6466.81140877723,6466.81140877723,6466.81140877723,0,0,0,197205.791287076,854480.838509916,191488.032198714,846489.521059797,531625.551652955
2028-12-01,506534.112194036,14145.0964585493,14145.0964585493,14145.0964585493,14145.0964585493,14145.0964585493,14145.0964585493,0,0,0,173433.359533875,854141.756872987,158074.69202722,838382.310851139,520679.208652585
2029-01-01,487288.663208891,19353.3886438003,19353.3886438003,19353.3886438003,19353.3886438003,19353.3886438003,19353.3886438003,0,0,0,152386.487937897,839903.294100599,124136.504975169,828377.294703096,506642.051852691
2029-02-01,468043.214223745,32281.3125006966,32281.3125006966,32281.3125006966,32281.3125006966,32281.3125006966,32281.3125006966,0,0,0,120749.26058138,853354.183180658,92471.4317207407,815320.056051859,500324.526724441
2029-03-01,450660.228043613,-621.783185298466,-621.783185298466,-621.783185298466,-621.783185298466,-621.783185298466,-621.783185298466,0,0,0,58536.053584897,808624.997978131,62233.1880271936,813357.826684029,450038.444858315
2029-04-01,431414.779058468,5613.25655230476,5613.25655230476,5613.25655230476,5613.25655230476,5613.25655230476,5613.25655230476,0,0,0,36614.469450248,814326.905163281,29417.6052543122,806827.782116287,437028.035610772
2029-05-01,412790.151008327,11098.6881353455,11098.6881353455,11098.6881353455,11098.6881353455,11098.6881353455,11098.6881353455,0,0,0,9212.64903744347,808249.579603469,-7351.13384990034,801151.735471253,423888.839143672
2029-06-01,393544.702023181,14990.2664003007,14990.2664003007,14990.2664003007,14990.2664003007,14990.2664003007,14990.2664003007,0,0,0,-14350.9859258284,810164.728829251,-43824.0069808186,793272.933265747,408534.968423482
2029-07-01,374920.07397304,13983.5558953296,13983.5558953296,13983.5558953296,13983.5558953296,13983.5558953296,13983.5558953296,0,0,0,-45569.9951419468,801202.271409688,-71777.0696061629,785845.694498546,388903.629868369
2029-08-01,355674.624987894,8292.20141813413,8292.20141813413,8292.20141813413,8292.20141813413,8292.20141813413,8292.20141813413,0,0,0,-87457.625940315,797009.531411,-101669.69604814,778725.92708956,363966.826406028
2029-09-01,336429.176002749,9253.01513509073,9253.01513509073,9253.01513509073,9253.01513509073,9253.01513509073,9253.01513509073,0,0,0,-124824.497959691,789396.104814704,-131699.033215745,771922.67601431,345682.19113784
2029-10-01,317804.547952607,10884.0235811234,10884.0235811234,10884.0235811234,10884.0235811234,10884.0235811234,10884.0235811234,0,0,0,-149553.967294003,784560.480137023,-158825.357531439,767147.763797836,328688.571533731
2029-11-01,298559.098967462,10697.2176340469,10697.2176340469,10697.2176340469,10697.2176340469,10697.2176340469,10697.2176340469,0,0,0,-170798.043050648,777541.362441902,-185540.136019926,756399.314643615,309256.316601509
2029-12-01,279934.470917321,15929.3547945034,15929.3547945034,15929.3547945034,15929.3547945034,15929.3547945034,15929.3547945034,0,0,0,-214764.063724404,784251.867899309,-217680.023258987,750218.787831942,295863.825711824
2030-01-01,260689.021932175,13649.7478383549,13649.7478383549,13649.7478383549,13649.7478383549,13649.7478383549,13649.7478383549,0,0,0,-240257.377059044,766513.904261075,-248455.405849223,746059.75680917,274338.76977053
2030-02-01,241443.572947029,14690.3882551273,14690.3882551273,14690.3882551273,14690.3882551273,14690.3882551273,14690.3882551273,0,0,0,-273589.647969731,762965.420427607,-281828.153845289,736592.88513984,256133.961202157
2030-03-01,224060.586766898,14730.0679161231,14730.0679161231,14730.0679161231,14730.0679161231,14730.0679161231,14730.0679161231,0,0,0,-317263.364747184,746137.608200221,-315073.909571307,727984.560323203,238790.654683021
2030-04-01,204815.137781752,12131.6661923044,12131.6661923044,12131.6661923044,12131.6661923044,12131.6661923044,12131.6661923044,0,0,0,-336677.894639099,738669.503440155,-347291.180901974,721042.421786068,216946.803974056
2030-05-01,186190.509731611,10451.7340203005,10451.7340203005,10451.7340203005,10451.7340203005,10451.7340203005,10451.7340203005,0,0,0,-386854.441754984,719496.640119458,-382680.883087468,711060.978697228,196642.243751912
2030-06-01,166945.060746465,12524.4508988947,12524.4508988947,12524.4508988947,12524.4508988947,12524.4508988947,12524.4508988947,0,0,0,-398346.849830668,721078.713089663,-420657.978027483,705860.640445268,179469.51164536
2030-07-01,148320.432696324,8343.71641744547,8343.71641744547,8343.71641744547,8343.71641744547,8343.71641744547,8343.71641744547,0,0,0,-447250.088639406,717591.706296025,-456601.864382859,704095.769495003,156664.14911377
2030-08-01,129074.983711179,2604.70426697325,2604.70426697325,2604.70426697325,2604.70426697325,2604.70426697325,2604.70426697325,0,0,0,-497352.968875607,694442.934042057,-486808.47264392,695802.314069352,131679.687978152
2030-09-01,109829.534726033,12583.5448658725,12583.5448658725,12583.5448658725,12583.5448658725,12583.5448658725,12583.5448658725,0,0,0,-488432.668566158,705503.67236958,-510603.742646411,690762.450017994,122413.079591906
2030-10-01,91204.9066758917,17062.3777433975,17062.3777433975,17062.3777433975,17062.3777433975,17062.3777433975,17062.3777433975,0,0,0,-528664.916477002,708483.025274942,-534446.235232339,687750.400591988,108267.284419289
2030-11-01,71959.4576907464,14804.7849401806,14804.7849401806,14804.7849401806,14804.7849401806,14804.7849401806,14804.7849401806,0,0,0,-565029.204812225,696163.349488495,-569566.012823289,686957.789663929,86764.242630927
2030-12-01,53334.8296406051,17457.8903194497,17457.8903194497,17457.8903194497,17457.8903194497,17457.8903194497,17457.8903194497,0,0,0,-594440.554572492,691377.244908852,-608053.973021197,682796.10948669,70792.7199600548
2031-01-01,34089.3806554594,7698.00201175191,7698.00201175191,7698.00201175191,7698.00201175191,7698.00201175191,7698.00201175191,0,0,0,-648481.488296176,682456.18893005,-648919.10665039,678400.013545925,41787.3826672113
2031-02-01,14843.9316703137,-2652.71734627347,-2652.71734627347,-2652.71734627347,-2652.71734627347,-2652.71734627347,-2652.71734627347,0,0,0,-704422.111314577,673999.245318944,-684922.081372424,677839.758697147,12191.2143240402
2031-03-01,-2539.05450981775,30383.6558165399,30383.6558165399,30383.6558165399,30383.6558165399,30383.6558165399,30383.6558165399,0,0,0,-692919.117600823,694476.057227149,-718756.52606671,669983.121421872,27844.6013067221
2031-04-01,-21784.5034949634,18481.5861807344,18481.5861807344,18481.5861807344,18481.5861807344,18481.5861807344,18481.5861807344,0,0,0,-738007.752834488,686323.794007457,-754595.961611796,665434.318456126,-3302.91731422898
2031-05-01,-40409.1315451048,9578.25821356132,9578.25821356132,9578.25821356132,9578.25821356132,9578.25821356132,9578.25821356132,0,0,0,-779736.450847013,665719.732365675,-782126.512326594,663011.881839315,-30830.8733315435
2031-06-01,-59654.5805302504,9901.53816354019,9901.53816354019,9901.53816354019,9901.53816354019,9901.53816354019,9901.53816354019,0,0,0,-815977.944939117,683051.388013546,-818434.98680155,662336.973371813,-49753.0423667103
2031-07-01,-78279.2085803914,2690.72265584066,2690.72265584066,2690.72265584066,2690.72265584066,2690.72265584066,2690.72265584066,0,0,0,-861396.185237924,663588.738100086,-849270.056659432,658593.950276237,-75588.4859245507
2031-08-01,-97524.6575655371,-2880.77717335469,-2880.77717335469,-2880.77717335469,-2880.77717335469,-2880.77717335469,-2880.77717335469,0,0,0,-893266.361591333,643899.956628068,-883253.027849924,655139.076080664,-100405.434738892
2031-09-01,-116770.106550683,16151.6875841381,16151.6875841381,16151.6875841381,16151.6875841381,16151.6875841381,16151.6875841381,0,0,0,-929779.446938355,670962.557045503,-929448.141673318,650316.817837585,-100618.418966545
2031-10-01,-135394.734600824,23267.6991413601,23267.6991413601,23267.6991413601,23267.6991413601,23267.6991413601,23267.6991413601,0,0,0,-942272.816617999,671363.333742732,-965114.574930848,647283.805917726,-112127.035459464
2031-11-01,-154640.183585969,18781.7341208241,18781.7341208241,18781.7341208241,18781.7341208241,18781.7341208241,18781.7341208241,0,0,0,-973669.658940539,648676.106216012,-1007338.70060365,644579.348231957,-135858.449465145
2031-12-01,-173264.811636111,18730.2690939817,18730.2690939817,18730.2690939817,18730.2690939817,18730.2690939817,18730.2690939817,0,0,0,-1023399.54863572,660915.852937422,-1049134.4166093,642422.794401649,-154534.542542129
2032-01-01,-192510.260621256,1510.18042426765,1510.18042426765,1510.18042426765,1510.18042426765,1510.18042426765,1510.18042426765,0,0,0,-1078266.20152524,634099.199996111,-1090521.37344967,642588.924004281,-191000.080196988
2032-02-01,-211755.709606402,-19727.8892036971,-19727.8892036971,-19727.8892036971,-19727.8892036971,-19727.8892036971,-19727.8892036971,0,0,0,-1146819.34338754,613784.82249428,-1129902.35124764,638616.296942017,-231483.598810099
2032-03-01,-229759.516721538,-15654.6142813285,-15654.6142813285,-15654.6142813285,-15654.6142813285,-15654.6142813285,-15654.6142813285,0,0,0,-1163654.92767512,628586.280595439,-1158289.97644714,634555.923747369,-245414.131002866
2032-04-01,-249004.965706684,-1061.03738544764,-1061.03738544764,-1061.03738544764,-1061.03738544764,-1061.03738544764,-1061.03738544764,0,0,0,-1187006.01383081,618269.49487394,-1191919.60613834,630958.187232971,-250066.003092132
2032-05-01,-267629.593756825,11519.7826453908,11519.7826453908,11519.7826453908,11519.7826453908,11519.7826453908,11519.7826453908,0,0,0,-1203397.41019318,647317.138025203,-1224641.9761393,627811.550006171,-256109.811111434
2032-06-01,-286875.042741971,17294.1192583905,17294.1192583905,17294.1192583905,17294.1192583905,17294.1192583905,17294.1192583905,0,0,0,-1231437.53766081,635485.484121133,-1260852.4747402,626389.78313195,-269580.92348358
2032-07-01,-305499.670792111,19600.4885058638,19600.4885058638,19600.4885058638,19600.4885058638,19600.4885058638,19600.4885058638,0,0,0,-1273938.21401775,650874.206259593,-1294714.60438806,624258.171057965,-285899.182286248
2032-08-01,-324745.119777257,14174.0670959237,14174.0670959237,14174.0670959237,14174.0670959237,14174.0670959237,14174.0670959237,0,0,0,-1308204.36902587,636824.56711918,-1326778.75621942,617777.076777933,-310571.052681333
2032-09-01,-343990.568762403,6164.15076490374,6164.15076490374,6164.15076490374,6164.15076490374,6164.15076490374,6164.15076490374,0,0,0,-1348942.92179472,624767.654217137,-1359240.50442365,618093.239021115,-337826.417997499
2032-10-01,-362615.196812544,4742.8430481335,4742.8430481335,4742.8430481335,4742.8430481335,4742.8430481335,4742.8430481335,0,0,0,-1383444.01424464,619422.406721445,-1387213.82372223,614733.893911337,-357872.35376441
2032-11-01,-381860.64579769,6466.81140881867,6466.81140881867,6466.81140881867,6466.81140881867,6466.81140881867,6466.81140881867,0,0,0,-1404717.60629865,613283.373444771,-1415444.74675066,610634.479250415,-375393.834388871
2032-12-01,-400485.273847831,14145.0964585463,14145.0964585463,14145.0964585463,14145.0964585463,14145.0964585463,14145.0964585463,0,0,0,-1433818.1693422,608535.008431553,-1442991.02566496,605967.468806999,-386340.177389285
2033-01-01,-419730.722832976,19353.3886437633,19353.3886437633,19353.3886437633,19353.3886437633,19353.3886437633,19353.3886437633,0,0,0,-1450817.96151214,618600.498931732,-1477900.0219613,605140.133272109,-400377.334189213
2033-02-01,-438976.171818122,32281.3125007319,32281.3125007319,32281.3125007319,32281.3125007319,32281.3125007319,32281.3125007319,0,0,0,-1484085.70840488,628246.553377635,-1514914.30904405,605216.152646116,-406694.85931739
2033-03-01,-456359.157998254,-621.783185217392,-621.783185217392,-621.783185217392,-621.783185217392,-621.783185217392,-621.783185217392,0,0,0,-1541770.4151127,593019.891141967,-1550244.91749353,603592.998762801,-456980.941183471
2033-04-01,-475604.6069834,5613.25655234527,5613.25655234527,5613.25655234527,5613.25655234527,5613.25655234527,5613.25655234527,0,0,0,-1566348.2891841,591711.47542734,-1581431.52875522,598506.994703421,-469991.350431054
2033-05-01,-494229.235033541,11098.688135378,11098.688135378,11098.688135378,11098.688135378,11098.688135378,11098.688135378,0,0,0,-1588094.03649416,616016.789534709,-1612250.72451297,596893.652868616,-483130.546898163
2033-06-01,-513474.684018686,14990.2664003036,14990.2664003036,14990.2664003036,14990.2664003036,14990.2664003036,14990.2664003036,0,0,0,-1620528.96141853,610955.155877955,-1650654.25329406,592802.792464129,-498484.417618382
2033-07-01,-532099.312068827,13983.5558952508,13983.5558952508,13983.5558952508,13983.5558952508,13983.5558952508,13983.5558952508,0,0,0,-1686463.43099803,614568.769468083,-1682043.68598928,592045.503493032,-518115.756173576
2033-08-01,-551344.761053973,8292.20141815379,8292.20141815379,8292.20141815379,8292.20141815379,8292.20141815379,8292.20141815379,0,0,0,-1706108.71922646,593870.663636986,-1709228.75230476,587385.432630531,-543052.559635819
2033-09-01,-570590.210039119,9253.01513518286,9253.01513518286,9253.01513518286,9253.01513518286,9253.01513518286,9253.01513518286,0,0,0,-1730730.92932281,597536.362657885,-1736805.38702411,591063.767629631,-561337.194903936
2033-10-01,-589214.838089259,10884.0235810949,10884.0235810949,10884.0235810949,10884.0235810949,10884.0235810949,10884.0235810949,0,0,0,-1767202.09918951,598150.932215656,-1773393.86710225,590239.46397716,-578330.814508164
2033-11-01,-608460.287074406,10697.2176341086,10697.2176341086,10697.2176341086,10697.2176341086,10697.2176341086,10697.2176341086,0,0,0,-1789302.81171755,600098.606904758,-1812248.56303469,590520.144936314,-597763.069440297
2033-12-01,-627084.915124547,15929.3547946137,15929.3547946137,15929.3547946137,15929.3547946137,15929.3547946137,15929.3547946137,0,0,0,-1835052.50060155,601975.413618049,-1845767.6200441,580954.824821251,-611155.560329933
2034-01-01,-646330.364109692,13649.7478382901,13649.7478382901,13649.7478382901,13649.7478382901,13649.7478382901,13649.7478382901,0,0,0,-1878143.86527335,607863.991561347,-1890082.56261488,573780.457486234,-632680.616271402
2034-02-01,-665575.813094837,14690.3882551608,14690.3882551608,14690.3882551608,14690.3882551608,14690.3882551608,14690.3882551608,0,0,0,-1916742.38109521,588635.186414083,-1930301.54057086,571707.924285594,-650885.424839677
2034-03-01,-682958.799274969,14730.067916093,14730.067916093,14730.067916093,14730.067916093,14730.067916093,14730.067916093,0,0,0,-1946023.72091627,588669.553219221,-1967509.45307363,576959.336466633,-668228.731358876
2034-04-01,-702204.248260115,12131.6661922519,12131.6661922519,12131.6661922519,12131.6661922519,12131.6661922519,12131.6661922519,0,0,0,-1984815.56348577,591091.219965295,-2010489.59015915,582346.720961431,-690072.582067863
2034-05-01,-720828.876310255,10451.7340203591,10451.7340203591,10451.7340203591,10451.7340203591,10451.7340203591,10451.7340203591,0,0,0,-2047669.47543174,589442.85865577,-2046753.80738876,577430.366143058,-710377.142289896
2034-06-01,-740074.325295402,12524.4508989998,12524.4508989998,12524.4508989998,12524.4508989998,12524.4508989998,12524.4508989998,0,0,0,-2066895.980014,596324.369700463,-2083835.76459829,580139.948874361,-727549.874396402
2034-07-01,-758698.953345543,8343.71641749855,8343.71641749855,8343.71641749855,8343.71641749855,8343.71641749855,8343.71641749855,0,0,0,-2128308.22171056,593200.872671085,-2125725.3018489,585648.215175375,-750355.236928044
2034-08-01,-777944.402330689,2604.70426697935,2604.70426697935,2604.70426697935,2604.70426697935,2604.70426697935,2604.70426697935,0,0,0,-2151424.29222602,588787.122300797,-2160594.58147063,592945.041543697,-775339.69806371
2034-09-01,-797189.851315834,12583.5448658321,12583.5448658321,12583.5448658321,12583.5448658321,12583.5448658321,12583.5448658321,0,0,0,-2181827.5041225,599539.530876183,-2191572.61112522,599865.058628654,-784606.306450002
2034-10-01,-815814.479365975,17062.3777434461,17062.3777434461,17062.3777434461,17062.3777434461,17062.3777434461,17062.3777434461,0,0,0,-2213256.61835331,603896.275163784,-2218134.80571651,605843.820139992,-798752.101622529
2034-11-01,-835059.928351121,14804.784940062,14804.784940062,14804.784940062,14804.784940062,14804.784940062,14804.784940062,0,0,0,-2239840.4021912,629398.26470062,-2246574.81836116,608231.124735202,-820255.143411059
2034-12-01,-853684.556401261,17457.890319386,17457.890319386,17457.890319386,17457.890319386,17457.890319386,17457.890319386,0,0,0,-2283730.00612795,627109.402871035,-2285034.9900638,610490.566339503,-836226.666081875
2035-01-01,-872930.005386407,7698.00201175909,7698.00201175909,7698.00201175909,7698.00201175909,7698.00201175909,7698.00201175909,0,0,0,-2312852.42281228,624520.300149343,-2325044.60914366,613588.684907287,-865232.003374648
2035-02-01,-892175.454371554,-2652.71734627878,-2652.71734627878,-2652.71734627878,-2652.71734627878,-2652.71734627878,-2652.71734627878,0,0,0,-2369731.83797659,606296.533493075,-2359307.03632784,616544.118121647,-894828.171717832
2035-03-01,-909558.440551685,30383.6558164309,30383.6558164309,30383.6558164309,30383.6558164309,30383.6558164309,30383.6558164309,0,0,0,-2365817.48236874,636209.113945195,-2384427.59815748,618783.35523866,-879174.784735254
